fn,gain_r,gain_g,gain_b,height,width
ISIC_0178428,0.957592579065456,1.091938017190404,0.9822962567515165,2448,3264
ISIC_0178741,0.9101496538732241,1.0506636120782396,1.1234468954642414,2448,3264
ISIC_0180057,0.9085092507092413,1.028124442839617,1.1776285879909856,4000,6000
ISIC_0182213,0.8648612378355603,1.1256047530390054,1.4263778485397804,1936,2592
ISIC_0183334,0.9250602870951554,1.0868942747820287,1.0384038034609948,4000,6000
ISIC_0183449,0.8698717846626796,1.1015614318050484,1.401188301324759,1053,1872
ISIC_0183658,0.9002204117860745,1.0808998329885973,1.1247009726582584,4000,6000
ISIC_0183771,0.8955490543663125,1.1069359767771725,1.1158911771470843,4000,6000
ISIC_0186715,0.9710576056623069,1.056307368902088,0.986128121099357,5185,3457
ISIC_0187786,0.9030699265138118,1.115343913813608,1.0780825073085771,4000,6000
ISIC_0188485,0.8605252422530464,1.2379499267907852,1.2521700863417409,4000,6000
ISIC_0191895,0.835609024342085,1.7540822874000561,1.8131507099148367,1053,1872
ISIC_0192184,0.8491246028491705,1.2431889054074974,1.5929372941716,1053,1872
ISIC_0192807,0.8850677727019587,1.116200517237371,1.1637540430925508,4000,6000
ISIC_0193289,0.8671597051835006,1.165916800366546,1.2598620642283749,1936,2592
ISIC_0194115,0.9123765121154621,1.1033797636376999,1.0581977253416572,4000,6000
ISIC_0195744,0.849406111383779,1.3248944590176712,1.3681128143061514,1053,1872
ISIC_0195995,0.9200865960392826,1.1098724813679386,1.0343183740741886,4000,6000
ISIC_0196159,0.8529127490063638,1.2067637463668421,1.527881470933583,1053,1872
ISIC_0196622,0.914179986248765,1.105375978967499,1.0517984300148262,4000,6000
ISIC_0196807,0.8865898305511803,1.0840822312151406,1.2060764322133384,1080,1920
ISIC_0197182,0.8980021542868885,1.067858359107563,1.1561714809850836,1080,1920
ISIC_0197440,0.8838683081696954,1.0620210289395131,1.3015686251404461,1080,1920
ISIC_0197860,0.8724272558155963,1.285676935076477,1.118515091915115,1053,1872
ISIC_0198376,0.9022428355737242,1.0931022907410994,1.1014501919082496,4000,6000
ISIC_0198622,0.905326476839931,1.1544309585182895,1.0465006035272444,4000,6000
ISIC_0199195,0.8520704378430398,1.3415811750563829,1.2915524526139543,1053,1872
ISIC_0199718,0.8939503768193918,1.135689512479628,1.096759369900111,4000,6000
ISIC_0199780,0.8870785775477698,1.1071907134352224,1.162616347307233,4000,6000
ISIC_0200120,0.8837082848937803,1.0788769538973724,1.2467768451977173,1936,2592
ISIC_0204399,0.88536177489664,1.1138090006006913,1.1649899503814178,4000,6000
ISIC_0204875,0.8839996315307215,1.0956571776102808,1.2051090933976119,4000,6000
ISIC_0205627,0.8913475769536638,1.0763588056236746,1.1840106822075271,4000,6000
ISIC_0206261,0.8649297293872825,1.2173189365269108,1.2193507705841682,4000,6000
ISIC_0206934,0.886316392688647,1.1197585642966887,1.1510954743348583,4000,6000
ISIC_0207197,0.8407596802183278,1.7113899407620303,1.4067912464044416,1053,1872
ISIC_0208233,0.8787770770442579,1.0756993798322443,1.3268953685135723,1080,1920
ISIC_0209640,0.9154757330417623,1.0823641075989423,1.0665617330639041,4000,6000
ISIC_0210915,0.8525033695300817,1.20534516142343,1.5621163204761899,1053,1872
ISIC_0212435,0.9229280977114934,1.0850123470792654,1.0447398858101737,4000,6000
ISIC_0212468,0.8616010117372356,1.2001802254794554,1.2860246104864004,4000,6000
ISIC_0213848,0.8659608890003766,1.2852920877240315,1.1617455916247308,1053,1872
ISIC_0216203,0.8657229696225129,1.311440687649543,1.1518890780882511,1053,1872
ISIC_0216447,0.867351916923987,1.1813227015271794,1.2339001678122876,2448,3264
ISIC_0220438,0.9495964132491801,1.0017754969104766,1.0753380156850842,2317,2317
ISIC_0220466,0.8906047709788066,1.035991803523499,1.3221583711720055,1080,1920
ISIC_0223354,0.8919213650533715,1.1341101069921964,1.1068785837107122,4000,6000
ISIC_0223463,0.8580927736075108,1.172241457533717,1.445349994985198,1053,1872
ISIC_0223760,0.8862439298380594,1.1514776316356987,1.1198162999326837,4000,6000
ISIC_0224309,0.886498647725112,1.0502036091354516,1.3139242715959785,1080,1920
ISIC_0225471,0.8609111256232503,1.1286571499896167,1.5977072091904199,480,640
ISIC_0225894,0.8480505462573954,1.2370848380045787,1.7679195435708157,1053,1872
ISIC_0226234,0.9286374276675646,1.1114902903898742,1.0157738121233884,4000,6000
ISIC_0227767,0.9150067916355287,1.0790616729340166,1.0710059084674906,4000,6000
ISIC_0228452,0.9466895823095892,0.9818641745795809,1.1244334671292562,480,640
ISIC_0229266,0.8479527272797586,1.277782766427521,1.5229772750750217,1053,1872
ISIC_0230247,0.9051654994453489,1.1256045575022935,1.0637558935154754,4000,6000
ISIC_0230499,0.9139269387060053,1.0322083089300953,1.1393475572116138,1936,2592
ISIC_0231539,0.8532170351598247,1.2022449324218256,1.533850393768148,1053,1872
ISIC_0231788,0.8681513590076716,1.3251799749531408,1.1302841655027793,1053,1872
ISIC_0232763,0.9002213656301451,1.09044715121148,1.1129140133860433,1936,2592
ISIC_0235107,0.9133383705431525,1.033376413847042,1.1397860313898893,2448,3264
ISIC_0235501,0.8784934185132202,1.1564918949694016,1.1618763034873232,3456,5184
ISIC_0235505,0.8785543205536366,1.0628870631303098,1.40177187829429,480,640
ISIC_0235542,0.873113531735103,1.1479710456872976,1.2182919744845997,4000,6000
ISIC_0238185,0.891026899936318,1.083301538195167,1.1734602738459101,4000,6000
ISIC_0238872,0.8737148589864443,1.1605657571035877,1.1953259251858588,2448,3264
ISIC_0239635,0.8732224555979893,1.0722350385472188,1.5039768698210574,2448,3264
ISIC_0240839,0.9139327794487956,1.0846176260998057,1.0690857574869341,4000,6000
ISIC_0241566,0.8640140976856592,1.147322813317465,1.3601819850920993,1053,1872
ISIC_0243686,0.8893046993461702,1.0497168795659995,1.2766562136259794,480,640
ISIC_0243937,0.8664150384655249,1.2362734037686318,1.1878864551939652,1053,1872
ISIC_0244266,0.875474396445003,1.0959988152391864,1.305390855266232,1080,1920
ISIC_0244465,0.8769204707291065,1.1525117897305097,1.1779971891731105,4000,6000
ISIC_0244617,0.8677430238550009,1.130557287791172,1.3323814519100883,4000,6000
ISIC_0244885,0.8734423514738018,1.0727172027872374,1.4894598580480594,1080,1920
ISIC_0245273,0.894379291377623,1.1636456849345955,1.0762496142434599,4000,6000
ISIC_0246008,0.9169560147626078,1.0761447724157964,1.068005967593247,4000,6000
ISIC_0246211,0.8752242825604455,1.1620452002661614,1.1807033974679666,4000,6000
ISIC_0248702,0.8649590335702393,1.0954462801404468,1.7626602767789026,1080,1920
ISIC_0251455,0.8703219920906874,1.1026607085280347,1.3834542242211476,480,640
ISIC_0251656,0.8840319858612642,1.1827095876888454,1.1082958538394008,4000,6000
ISIC_0252811,0.8590789010170692,1.229807279568035,1.2839335447355424,4000,6000
ISIC_0254594,0.9250001121584772,1.0612556995482632,1.0603409856091626,4000,6000
ISIC_0255112,0.8887645575341522,1.0520180704384674,1.27448295168789,1080,1920
ISIC_0256267,0.9113699431754899,1.119053641974991,1.0501334589709357,4000,6000
ISIC_0258149,0.8415163789474915,1.4255202482379574,1.5775266098804093,1053,1872
ISIC_0258489,0.8781316194412688,1.0623594025674654,1.4171606610053373,1080,1920
ISIC_0258717,0.8498366946765811,1.3524085570416078,1.3283342971549739,1053,1872
ISIC_0259209,0.8596087552416074,1.1395860123408448,1.5775253668210363,1053,1872
ISIC_0259237,0.865526053716034,1.121306601716325,1.4272314423486172,1080,1920
ISIC_0261866,0.8833534949633275,1.0733583545455394,1.2673308117141433,1080,1920
ISIC_0261904,0.9055460423877263,1.0828180591075833,1.099496541515134,4000,6000
ISIC_0261907,0.9348369825035007,1.1154640409199037,1.002924715493324,4000,6000
ISIC_0262392,0.9160724190997862,1.0225493145641937,1.1496367752144914,480,640
ISIC_0262492,0.8510392042765573,1.2941023034242225,1.364420484080109,1053,1872
ISIC_0263920,0.8675459424801267,1.1906536534000294,1.2198756049992596,4000,6000
ISIC_0265011,0.8816998169984279,1.1504200616882807,1.1465856667555383,4000,6000
ISIC_0267082,0.8603962637831414,1.1414170688952199,1.5145775289120578,1053,1872
ISIC_0268025,0.895210542697395,1.1209390565766786,1.1037657437342507,4000,6000
ISIC_0268451,0.8803668863435706,1.0731188437164259,1.3106537482093272,1080,1920
ISIC_0269476,0.9303399088108388,1.0979015319677752,1.0202267015584807,4000,6000
ISIC_0270022,0.8902719590494573,1.0520079621465614,1.2567350562791348,1080,1920
ISIC_0270367,0.8776623913940264,1.1563550892042864,1.1680323189899164,4000,6000
ISIC_0271223,0.8466971113158651,1.370734322411015,1.3960059660709965,1053,1872
ISIC_0272190,0.8804998270544476,1.0768280765552163,1.2943751569419342,1080,1920
ISIC_0273533,0.8944968453441005,1.096921716464365,1.1325994545263962,3456,5184
ISIC_0274458,0.8379668584898256,1.4551297452978866,2.321805043044865,480,640
ISIC_0274698,0.9550242064167774,0.9818562722950068,1.0995435633611435,480,640
ISIC_0274789,0.9648977717228436,1.0188450398854407,1.0240996928871249,2413,2413
ISIC_0276718,0.8873040456514516,1.1053413664986507,1.1637423671543239,4000,6000
ISIC_0280382,0.8514243607815007,1.377584522688861,1.278741936266318,1053,1872
ISIC_0280752,0.8826023737426626,1.0559028192970994,1.3530348152175125,1080,1920
ISIC_0280782,0.8702407688939303,1.0991304001945532,1.4040414869807039,1936,2592
ISIC_0280827,0.8895817127284071,1.048207516408451,1.279166854243121,1053,1872
ISIC_0281227,0.8971861086620021,1.124180517266987,1.0927862582206613,4000,6000
ISIC_0282269,0.8940552533161057,1.094983658273311,1.1374183297199405,4000,6000
ISIC_0282486,0.8412033780489532,1.4284268658245651,1.5980628449625383,1053,1872
ISIC_0282737,0.8889135890445247,1.0447500033328994,1.3032956984869295,1080,1920
ISIC_0284147,0.9194571552836679,1.1116327999694968,1.03468154996886,4000,6000
ISIC_0284441,0.870467084286632,1.1080536697865695,1.3558272764569748,1080,1920
ISIC_0284485,0.8799172235325432,1.1107863560702425,1.213527943239153,4000,6000
ISIC_0285491,0.8415903723566918,1.44568406120306,1.5364917120121087,1053,1872
ISIC_0285697,0.8756617585316528,1.0686851508362414,1.4433135203374496,1080,1920
ISIC_0286688,0.8548612074038988,1.3482283925163636,1.2429293797292829,1053,1872
ISIC_0287132,0.8806958649227877,1.1463209635716072,1.1573232156016322,4000,6000
ISIC_0287325,0.8643770719151096,1.1204502564830054,1.4753506052237066,2448,3264
ISIC_0288225,0.8875070968810312,1.1163305839051132,1.1479432765003121,4000,6000
ISIC_0290187,0.906672162127067,1.1306230446517254,1.0559937091182552,4000,6000
ISIC_0291705,0.9124088514175042,1.0868519600109812,1.0716967087727902,4000,6000
ISIC_0292996,0.8575965076542356,1.1824514178857481,1.422844324099336,480,640
ISIC_0294150,0.8683824102532808,1.105196475415245,1.425384907492055,480,640
ISIC_0296540,0.9094553030475855,1.0645447272296356,1.1062527888635962,3456,5184
ISIC_0297539,0.8800674916135711,1.1152671308527013,1.2041544947154936,4000,6000
ISIC_0297702,0.8861215429756366,1.1541019963539396,1.1183111254108151,3456,5184
ISIC_0298417,0.8568300865357947,1.1938658024973852,1.4095726572434548,480,640
ISIC_0299870,0.9424666173811265,0.9998027994373904,1.0976124485132448,480,640
ISIC_0300002,0.8722976358892178,1.0950018348174544,1.3719435635547224,1080,1920
ISIC_0301547,0.8898399796709549,1.1047140506972821,1.1485973993628813,4000,6000
ISIC_0301769,0.871040813163768,1.0981657021609166,1.3874288401765915,1080,1920
ISIC_0304467,0.8587085118764182,1.2694192002711242,1.2462990168812833,1053,1872
ISIC_0304666,0.8962099146212975,1.1046840639875661,1.1152181687884657,4000,6000
ISIC_0304667,0.8542158454114923,1.1778356518025297,1.6391860575488553,480,640
ISIC_0306094,0.8830649554365129,1.107856278232951,1.1910524933361184,4000,6000
ISIC_0307004,0.8421027269756999,1.354499320909393,1.7580784567918073,480,640
ISIC_0307411,0.8497488931000853,1.338008950077907,1.3441614711950265,1053,1872
ISIC_0309192,0.8663595590629154,1.1396824408399484,1.3323585193171816,1053,1872
ISIC_0309503,0.9033967502221094,1.0599063164566136,1.1402269975507608,3456,5184
ISIC_0310320,1.0173126774428896,0.9900660179157996,0.9941022102245382,480,640
ISIC_0311235,0.8721792066473028,1.09806586102817,1.3604052410822602,2448,3264
ISIC_0311814,0.8810820066730258,1.1377449305014609,1.164271959044448,4000,6000
ISIC_0312717,0.9184689267310909,1.076582900346826,1.0632907107432508,4000,6000
ISIC_0313675,0.8865832940581683,1.1182067583732418,1.1513257285754983,4000,6000
ISIC_0317285,0.899905688061667,1.0627991173015507,1.1540761472065832,1053,1872
ISIC_0318934,0.9184316468465495,1.0825925257620195,1.0580821566656373,4000,6000
ISIC_0319131,0.8751906826940116,1.1208223033307712,1.2436187720554635,4000,6000
ISIC_0319990,0.8847590703065572,1.0802507381121629,1.2320020687250224,1080,1920
ISIC_0320662,0.8920375081638489,1.1077950047696488,1.1324118733005506,4000,6000
ISIC_0321218,0.8967279550991007,1.037095924662894,1.2415262546111812,1080,1920
ISIC_0321906,0.8860271910642357,1.0659111525191518,1.2588474941783545,1080,1920
ISIC_0321948,0.8655026466953869,1.1211131763333806,1.4290633351138617,4000,6000
ISIC_0322514,0.9407580118536262,0.9927019754973848,1.1178463597049164,480,640
ISIC_0327756,0.9062501685530722,1.069912150795447,1.1122490250699348,1936,2592
ISIC_0328346,0.8926142800868697,1.1194718113112503,1.1169871428949403,3456,5184
ISIC_0328687,0.8518135818844548,1.2992078951517172,1.3379980037339254,1053,1872
ISIC_0328823,0.8818400257885367,1.1305392908550684,1.1676473980622462,4000,6000
ISIC_0329169,0.8705020836051766,1.174322937383612,1.2088029548526713,4000,6000
ISIC_0329910,0.8562339172846002,1.2328856640423072,1.3339065854076986,4000,6000
ISIC_0330060,0.8792633747788694,1.102589514789993,1.2368700151537046,480,640
ISIC_0330886,0.8478662167626895,1.2471648414682215,1.6927724568224685,1053,1872
ISIC_0332421,0.8621405575388913,1.1524543800151985,1.3911101422427326,4000,6000
ISIC_0332456,0.8553158414126459,1.254407699040494,1.3197957687872914,1936,2592
ISIC_0334179,0.902088414065008,1.0438959738269844,1.1794185169477707,1080,1920
ISIC_0335244,0.878412808216656,1.0866214835363615,1.2912186419395923,1080,1920
ISIC_0335886,0.8821762638626715,1.0570643735170275,1.3549740282218543,1080,1920
ISIC_0336093,0.8454829956024185,1.5065659389314503,1.3347167674712916,1053,1872
ISIC_0338118,0.8728797304115017,1.0788341636902006,1.4562036968679497,1080,1920
ISIC_0338587,0.851503520451525,1.2611168112512623,1.4087862949448622,1053,1872
ISIC_0339455,0.8803278050361774,1.0754575975650105,1.3020779294027511,1080,1920
ISIC_0340198,0.881309975859994,1.099906673803078,1.2214840409395047,4000,6000
ISIC_0340572,0.8665562834063326,1.0996065236836567,1.5481092429810568,1080,1920
ISIC_0341315,0.879106464417311,1.2040108272639176,1.1204994700018411,4000,6000
ISIC_0343131,0.8687762186427324,1.131860930260472,1.3090750267749478,3456,5184
ISIC_0343283,0.8494747971975602,1.2298085043913365,1.6495947584042079,1053,1872
ISIC_0346766,0.88296247560442,1.0525705245636958,1.3653785176637623,1080,1920
ISIC_0347157,0.8872112051160808,1.056711552786109,1.276281882291974,1080,1920
ISIC_0348342,0.8595483016578138,1.163241248515562,1.4303148902057272,1053,1872
ISIC_0350347,0.8747196789581474,1.1154786556203389,1.26123028435579,1053,1872
ISIC_0350470,0.9324444826703465,1.0783709321037378,1.0289486656251905,4000,6000
ISIC_0351156,0.8928084352038336,1.1148381072374915,1.1207274254290507,2848,4288
ISIC_0351912,0.8421648204302755,1.3235834842390801,2.1190204298541744,1053,1872
ISIC_0352620,0.8888259011986516,1.055013877348583,1.262746162869523,1080,1920
ISIC_0353021,0.8426703871455524,1.382418712854958,1.58180216799727,1053,1872
ISIC_0355377,0.8727542810091736,1.1435273766080385,1.2291578561545844,4000,6000
ISIC_0358260,0.8788695351637315,1.1197625487294176,1.207409463775553,4000,6000
ISIC_0358623,0.9166460673654225,1.109062307920567,1.0429706940192578,4000,6000
ISIC_0359676,0.8953626945516958,1.067144160384393,1.1739811722005138,4000,6000
ISIC_0359720,0.8547785058145579,1.2050338604679995,1.445451482616384,4000,6000
ISIC_0361122,0.868454479094754,1.1884013406692577,1.2128671990904298,4000,6000
ISIC_0366488,0.8753629033570822,1.0796582685920033,1.3781084753646033,1080,1920
ISIC_0367795,0.8766773140946534,1.0971313973990078,1.2833057532326249,1080,1920
ISIC_0367988,0.9381241597667676,1.0198562179989739,1.076029555588076,2448,3264
ISIC_0368092,0.8715558429952642,1.1185270612924376,1.2993386962825286,4000,6000
ISIC_0368696,0.8972996390723352,1.0979018249164851,1.117629525029234,4000,6000
ISIC_0369888,0.8968394407538356,1.0344305094410473,1.2501204293433092,1080,1920
ISIC_0370322,0.8684084612249445,1.1098528590947896,1.3990986531444742,576,768
ISIC_0371470,0.9247840202408936,1.1001289579610216,1.0300469079615315,4000,6000
ISIC_0371907,0.9162982782916398,1.020409619230993,1.1534689087182617,1080,1920
ISIC_0372927,0.8741996123826709,1.0669051979578321,1.5186429846240785,1080,1920
ISIC_0372955,0.9118475363297422,1.0894886091359348,1.0710634347714352,4000,6000
ISIC_0372971,0.9144670007446943,1.08440752826523,1.0676844985507106,4000,6000
ISIC_0373723,0.9041161229109026,1.1042196038933432,1.083665753579868,4000,6000
ISIC_0375431,0.8997431927201498,1.0387544387271372,1.20971516688881,1053,1872
ISIC_0377642,0.9169579783454679,0.9988984721924139,1.214855761977208,480,640
ISIC_0378391,0.8906617493220014,1.0413053388086277,1.2945993496861528,1080,1920
ISIC_0378668,0.8499495720277774,1.2083960121107684,1.8324660425998354,1053,1872
ISIC_0379549,0.9174156961391456,1.0988149912924292,1.048047894701267,4000,6000
ISIC_0380224,0.9116248874994363,1.080438204269307,1.0802937207578749,4000,6000
ISIC_0381595,0.860599147176985,1.2705812616489152,1.2216327114510004,1053,1872
ISIC_0382931,0.8830639939702363,1.0495119758345044,1.38310840537029,1080,1920
ISIC_0383641,0.876033149729008,1.103847850389009,1.2731953560317144,1936,2592
ISIC_0383780,0.8686133010654958,1.2572802913144696,1.1562376813981032,1053,1872
ISIC_0385415,0.8777533511706999,1.088595232701363,1.29449105933916,2448,3264
ISIC_0385463,0.8677387189170044,1.1172851508973634,1.3820365475655854,4000,6000
ISIC_0385865,0.858257248774423,1.1752697144620963,1.4268818273271258,1053,1872
ISIC_0388802,0.8772728633597231,1.1440003509149406,1.1855677862423746,4000,6000
ISIC_0389010,0.8733176931290042,1.0731463756806483,1.4904286387832262,480,640
ISIC_0389392,0.856131065135802,1.3048237793334068,1.2534721348634452,1053,1872
ISIC_0389675,0.908700039836643,1.0716706146706874,1.1002424179247097,4000,6000
ISIC_0390209,0.9084569286664821,1.0085196505822072,1.243376039868034,480,640
ISIC_0391046,0.9489433381140664,1.0035271133248003,1.074047850016733,1080,1920
ISIC_0391777,0.8982442086168987,1.0805534112429038,1.1349396025529643,4000,6000
ISIC_0392680,0.8565987109169316,1.2546543371674295,1.294631708133852,4000,6000
ISIC_0392931,0.8882267404834431,1.0812515007505359,1.1982621266913172,4000,6000
ISIC_0393891,0.9715616148046619,1.0248662655568368,1.0089330203098827,2848,4288
ISIC_0394533,0.8849735259463988,1.0980338857617262,1.1925013362051384,4000,6000
ISIC_0394763,0.893041385965543,1.120427810801977,1.1140275489432847,4000,6000
ISIC_0394802,0.8683318949701282,1.214597149130039,1.1880111343852924,2448,3264
ISIC_0395681,0.8720259059716912,1.1268292467283751,1.2708798520755173,4000,6000
ISIC_0395885,0.9056405840879131,1.126816911555224,1.0614915118030608,4000,6000
ISIC_0398134,0.9624196191291289,1.010633338730165,1.0372204288239648,480,640
ISIC_0400652,0.9156026333357493,1.0649755227111273,1.083727928714877,3456,5184
ISIC_0401679,0.8479443490358812,1.3562237268829684,1.3733684919670262,1053,1872
ISIC_0403198,0.8378349249180954,1.4729342598069706,2.1183696583931706,1053,1872
ISIC_0406137,0.8543744958875404,1.3133474936119673,1.2738036493629197,1053,1872
ISIC_0407054,0.9146621676983107,1.0837247159455405,1.0677215535836828,3456,5184
ISIC_0407220,0.8525883246241382,1.2618450241934591,1.3738136629041249,1053,1872
ISIC_0408372,0.9209436396339398,1.1052204363449396,1.0352653891731556,4000,6000
ISIC_0408969,0.9164371226537269,1.1226452067572612,1.0352241083627605,4000,6000
ISIC_0409388,0.8979575129928543,1.1012091941092532,1.1110098604777567,4000,6000
ISIC_0410649,0.8642277927913641,1.1015321906354767,1.7091689614330805,480,640
ISIC_0411243,0.9037659175696213,1.0531741356380084,1.1501195034516118,1080,1920
ISIC_0414776,0.8697121100847992,1.0949310410118918,1.4469863058540002,1080,1920
ISIC_0416431,0.9501288028009955,0.9821552134218281,1.1127912844369758,480,640
ISIC_0416708,0.8846983084490301,1.1962091981620202,1.0972249409983779,4000,6000
ISIC_0418978,0.9040853469470914,1.110992345862261,1.078065180300147,4000,6000
ISIC_0419005,0.9878648919244872,0.9930575026404996,1.021281381444558,480,640
ISIC_0421107,0.8756783839739627,1.0747166263981736,1.3993826182032818,1080,1920
ISIC_0424070,0.8766543723638899,1.0985109997414448,1.2795599537018167,480,640
ISIC_0426960,0.8983784378630298,1.1348395482164848,1.0801359011694958,4000,6000
ISIC_0427371,0.9019115330239602,1.124527147443558,1.0750973910896757,4000,6000
ISIC_0429551,0.879731440078529,1.0497997356321707,1.4786273644142305,1080,1920
ISIC_0431350,0.8629870049973142,1.1294675243464416,1.4741710705317603,576,768
ISIC_0431499,0.8997596966423813,1.0794367150904924,1.1288893228427739,1053,1872
ISIC_0431738,0.9066105453509017,1.1327478219445222,1.0548683727248491,4000,6000
ISIC_0432133,0.8664171595011406,1.1148324971728822,1.4336562022025916,576,768
ISIC_0432265,0.8912949515806573,1.0588663150120539,1.2250682050726285,1080,1920
ISIC_0432894,0.9080880711453686,1.0327047075872962,1.1687939805677143,1080,1920
ISIC_0433895,0.8576614626276603,1.1526925950108342,1.5929516644350248,480,640
ISIC_0434253,0.8819900550795744,1.0663982812244832,1.312372169061545,1080,1920
ISIC_0434274,0.8914324128017714,1.1083063467737997,1.1350607014753895,4000,6000
ISIC_0434285,0.880073005097961,1.0944530144426314,1.2470272339167439,4000,6000
