fname,x1t,y1t,x2t,x2t,x1,y1,x2,x2,iou,dx,dy,dw,dh
ISIC_0000022,0.100398935,0.20205934,0.8956117,0.74612486,0.1287592,0.23668715,0.8853354,0.7626964,0.8657510876655579,0.009041965,0.025599688,0.038636565,0.018056333
ISIC_0000023,0.38297874,0.29838353,0.8277925,0.6763729,0.32093376,0.2956746,0.81571,0.69669867,0.8057756423950195,0.037063777,0.008808404,0.04996246,0.023034722
ISIC_0000024,0.22606383,0.21335253,0.8444149,0.8125554,0.24956551,0.19611621,0.7659999,0.73514175,0.7101982235908508,0.027456641,0.047324955,0.10191661,0.060177326
ISIC_0000025,0.26329786,0.2930691,0.72606385,0.76937556,0.26169598,0.23134446,0.7097213,0.76878667,0.8534298539161682,0.008972198,0.031156778,0.014740646,0.06113574
ISIC_0000026,0.053191487,0.1834588,0.97140956,0.82916296,0.1603876,0.2499241,0.8755727,0.7649791,0.6212770938873291,0.0056796074,0.0011407137,0.20303303,0.13064909
ISIC_0000027,0.24335107,0.23992471,0.6715425,0.7574181,0.26020718,0.2799292,0.67826617,0.7161772,0.799201488494873,0.011789858,0.0006182194,0.010132462,0.08124533
ISIC_0000028,0.18085107,0.30502656,0.7805851,0.7534323,0.18313447,0.32014903,0.7655214,0.74333084,0.9164158701896667,0.0063901544,0.0025105476,0.017347097,0.02522391
ISIC_0000029,0.1981383,0.18943755,0.82978725,0.835806,0.20799798,0.1782766,0.79349095,0.8029636,0.8659488558769226,0.013218284,0.022001654,0.04615599,0.021681428
ISIC_0000030,0.164338,0.14027901,0.91284096,0.8603853,0.07187918,0.13266745,0.87159157,0.7775463,0.7461835145950317,0.06685412,0.045225322,0.05120945,0.07522744
ISIC_0000031,0.12367021,0.2246457,0.79388297,0.7926262,0.15252468,0.21579182,0.81973124,0.7866676,0.8986440300941467,0.02735138,0.0074062347,0.0030062199,0.002895236
ISIC_0000032,0.2074468,0.2532108,0.75265956,0.8318202,0.12867904,0.19155961,0.92141473,0.82416373,0.6155979037284851,0.0449937,0.034653842,0.24752295,0.053994775
ISIC_0000034,0.24335107,0.34621346,0.83643615,0.7002879,0.22048578,0.3100902,0.8225752,0.7188641,0.8169674873352051,0.018363118,0.008773565,0.0090043545,0.05469945
ISIC_0000035,0.11569148,0.17349425,0.88164896,0.7972764,0.041420132,0.17995751,0.9047198,0.8317299,0.8329992294311523,0.025600255,0.0204584,0.09734225,0.027990222
ISIC_0000036,0.08178192,0.23660319,0.7898936,0.80790526,0.1678446,0.24892068,0.7060473,0.7506999,0.6675445437431335,0.0011081696,0.02244395,0.169909,0.06952286
ISIC_0000037,0.08976064,0.13629317,0.91223407,0.8012622,0.11529562,0.18713325,0.9008857,0.7566768,0.8180722594261169,0.0070933104,0.0031273365,0.036883354,0.09542549
ISIC_0000038,0.0099734,0.21468113,0.9182181,0.82517713,0.060712695,0.25588745,0.9179809,0.7853686,0.8186037540435791,0.02525106,0.00069892406,0.050976455,0.08101481
ISIC_0000039,0.23271276,0.28642604,0.7234042,0.74147475,0.22970694,0.2634781,0.74522465,0.71235377,0.8506176471710205,0.009407312,0.026034474,0.024826229,0.0061730444
ISIC_0000040,0.22140957,0.23394598,0.7905585,0.73682463,0.23226935,0.27473998,0.6326975,0.6621792,0.5420306324958801,0.07350063,0.016925722,0.16872078,0.115439475
ISIC_0000041,0.28856382,0.32894155,0.54388297,0.635186,0.2875409,0.31740004,0.589699,0.6590975,0.7572401165962219,0.022396535,0.006184995,0.04683891,0.03545299
ISIC_0000042,0.2087766,0.20737378,0.77327126,0.8258414,0.2188735,0.19805297,0.7836455,0.79408026,0.902315080165863,0.010235578,0.020540953,0.0002773404,0.022440374
ISIC_0000043,0.13031915,0.22065988,0.8138298,0.8497564,0.05641228,0.20331687,0.85731596,0.80668265,0.7812778949737549,0.0152103305,0.030208409,0.11739302,0.02573073
ISIC_0000044,0.07845744,0.17216563,0.8976064,0.7972764,0.06780878,0.19284815,0.9134257,0.7614666,0.8836396336555481,0.0025853217,0.007563621,0.026467979,0.05649227
ISIC_0000045,0.15026596,0.13629319,0.72207445,0.70161647,0.21508057,0.19319186,0.7143627,0.6947112,0.7745915651321411,0.0285514,0.024996728,0.072526336,0.06380397
ISIC_0000046,0.105053194,0.22398141,0.8390958,0.7720328,0.06757668,0.18697542,0.7949805,0.78064543,0.8291549682617188,0.040795892,0.014196694,0.0066387057,0.045618653
ISIC_0000047,0.17021276,0.25653234,0.6921542,0.7434677,0.21921417,0.26614577,0.7035196,0.75081927,0.8578648567199707,0.030183405,0.008482516,0.03763607,0.0022618473
ISIC_0000048,0.2519947,0.31432685,0.56981385,0.7534322,0.28082266,0.3213315,0.59876347,0.7197349,0.7619807124137878,0.028888762,0.013346314,0.00012165308,0.040701956
ISIC_0000049,0.07446808,0.12699291,0.94348407,0.8364703,0.15078336,0.18877172,0.9057048,0.8558656,0.7746549844741821,0.019267976,0.040587068,0.114094555,0.04238355
ISIC_0000050,0.20212765,0.25520372,0.8803191,0.73549604,0.19967774,0.27375364,0.85041094,0.7207089,0.8865436315536499,0.016179085,0.0018813908,0.02745825,0.033337057
ISIC_0000051,0.14095744,0.2518822,0.80984044,0.7826616,0.17347178,0.24376059,0.7883252,0.75979686,0.8674014210700989,0.0054995418,0.0154931545,0.054029584,0.014743149
ISIC_0000052,0.12765957,0.12699291,0.93949467,0.87234277,0.08413935,0.15676725,0.89677286,0.8211967,0.8059927821159363,0.04312104,0.010685861,0.0007984042,0.08092046
ISIC_0000053,0.06914894,0.13496457,0.82513297,0.86769265,0.12309945,0.20739233,0.7972822,0.7882761,0.7069742679595947,0.013049871,0.003494382,0.081801236,0.15184432
ISIC_0000054,0.23404256,0.29705492,0.73138297,0.7906333,0.22472319,0.2816057,0.7604202,0.7559464,0.8410297632217407,0.009858966,0.025068045,0.038356572,0.019237697
ISIC_0000055,0.2819149,0.17482285,0.9800532,0.87300706,0.22129482,0.15519083,0.91399163,0.8318057,0.7677773237228394,0.06334084,0.030416667,0.005441487,0.021569312
ISIC_0000056,0.19880319,0.15223649,0.9275266,0.8178698,0.1850079,0.20572728,0.89822674,0.8040442,0.8482757210731506,0.021547556,0.019832611,0.015504599,0.06731641
ISIC_0000057,0.27659574,0.34687778,0.6921542,0.835806,0.30099458,0.29326168,0.7139817,0.8130754,0.7743198871612549,0.023113132,0.038173378,0.0025713742,0.030885547
ISIC_0000058,0.15359043,0.17681576,0.87898934,0.85307795,0.19175655,0.21864858,0.82958704,0.7963706,0.751144289970398,0.0056180954,0.0074372888,0.0875684,0.09854013
ISIC_0000059,0.09175532,0.2259743,0.8277925,0.8032551,0.14236817,0.24635157,0.8542839,0.8149115,0.85211580991745,0.038552135,0.016016841,0.024121463,0.008720875
ISIC_0000060,0.07446809,0.18744464,0.7659575,0.86769265,0.13475883,0.24790594,0.7401713,0.7879784,0.6950904130935669,0.017252296,0.009626448,0.086076915,0.14017558
ISIC_0000061,0.20079787,0.25852525,0.8018617,0.8211913,0.19687134,0.24794558,0.81960374,0.8118683,0.932194173336029,0.006907761,0.009951353,0.021668553,0.0012567043
ISIC_0000062,0.33510637,0.33027014,0.58111703,0.689659,0.3082701,0.34946513,0.6463735,0.69406724,0.6902757287025452,0.0192101,0.0118016,0.09209275,0.01478675
ISIC_0000063,0.13829787,0.19740921,0.8078458,0.87234277,0.1543625,0.16566917,0.7819988,0.89049315,0.8766396641731262,0.004891157,0.0067948103,0.041911602,0.0498904
ISIC_0000064,0.17287235,0.24125332,0.7340425,0.82783437,0.20681596,0.22552824,0.73560715,0.86082745,0.869049608707428,0.017754108,0.008633971,0.03237897,0.048718154
ISIC_0000065,0.11170212,0.33159876,0.92287236,0.6936448,0.118444055,0.29724622,0.8626708,0.7156919,0.8027177453041077,0.026729822,0.0061526895,0.066943526,0.056399643
ISIC_0000066,0.03118503,0.13538781,0.87318087,0.8355263,0.07052964,0.19001669,0.8706415,0.7762013,0.7955799698829651,0.018402636,0.0023480654,0.041883945,0.11395383
ISIC_0000067,0.12889813,0.20602493,0.64449066,0.79501384,0.13917217,0.21532035,0.6771846,0.7405804,0.8272228837013245,0.021483988,0.02256903,0.02241987,0.06372887
ISIC_0000068,0.0945946,0.26004153,0.81912684,0.7825485,0.110521734,0.28347373,0.8043499,0.77663994,0.9038240909576416,0.0005750954,0.008761823,0.030704081,0.029340744
ISIC_0000069,0.23581213,0.34305736,0.6996086,0.6686767,0.23851594,0.3148003,0.6964464,0.6714034,0.9025022983551025,0.00022917986,0.012765169,0.005866021,0.030983806
ISIC_0000071,0.26712328,0.3665254,0.64285713,0.6119622,0.3002925,0.32181698,0.65627074,0.6482751,0.6760693788528442,0.023291409,0.0041977763,0.019755602,0.08102131
ISIC_0000072,0.30528376,0.34012386,0.6369863,0.73614734,0.29443294,0.3423866,0.689358,0.7292994,0.8235705494880676,0.020760447,0.0022925735,0.0632225,0.009110659
ISIC_0000073,0.1223092,0.24918513,0.8776908,0.73712516,0.14376569,0.29371148,0.8267625,0.73529667,0.8182547092437744,0.014735907,0.021348923,0.072384775,0.04635483
ISIC_0000074,0.03913894,0.17486963,0.99315065,0.74592566,0.18045512,0.23973772,0.8581128,0.6979811,0.5699887275695801,0.0031391382,0.008461773,0.276354,0.11281261
ISIC_0000075,0.07436399,0.12597783,0.92074364,0.8701108,0.07570642,0.17435217,0.93825656,0.82699776,0.8600425124168396,0.009427667,0.002630651,0.016170502,0.09148741
ISIC_0000077,0.18284574,0.24125332,0.83643615,0.86636406,0.16475442,0.2204389,0.8013017,0.84093064,0.8571658730506897,0.026612878,0.02312392,0.017043114,0.0046190023
ISIC_0000078,0.33577126,0.3269486,0.6781915,0.69895923,0.30282116,0.31702167,0.70753396,0.6856161,0.7987768054008484,0.0018038154,0.011635065,0.062292576,0.0034162104
ISIC_0000079,0.31981385,0.39138618,0.64361703,0.6378432,0.35224307,0.3508875,0.662799,0.6404209,0.7333751320838928,0.025805593,0.018960476,0.0132472515,0.043076396
ISIC_0000080,0.26003087,0.30131173,0.72646606,0.7025463,0.24475662,0.2907421,0.7224803,0.6856118,0.8972136974334717,0.009629995,0.013752103,0.011288464,0.006364882
ISIC_0000081,0.27246094,0.32861328,0.6484375,0.7055664,0.27171212,0.29910654,0.7125782,0.7204192,0.7629806399345398,0.031695932,0.0073269606,0.06488949,0.044359565
ISIC_0000082,0.26513672,0.18798828,0.7558594,0.7661133,0.25343436,0.23270255,0.722102,0.75541884,0.8241603970527649,0.022729874,0.017009914,0.02205503,0.055408716
ISIC_0000085,0.3154297,0.34179688,0.72558594,0.7138672,0.31889206,0.302536,0.73880273,0.6967462,0.8306122422218323,0.008339584,0.02819094,0.009754419,0.022139847
ISIC_0000086,0.15084876,0.3121142,0.818287,0.6716821,0.15679395,0.29058993,0.87451816,0.70991206,0.7847161889076233,0.031088173,0.008352816,0.050285935,0.059754223
ISIC_0000087,0.12158203,0.24414062,0.93408203,0.72314453,0.10694829,0.22900036,0.9264866,0.7315726,0.92786705493927,0.011114597,0.0033560991,0.007038355,0.023568392
ISIC_0000088,0.24902344,0.2084961,0.7265625,0.77734375,0.25275046,0.20820034,0.73659396,0.73761475,0.9047118425369263,0.0068792403,0.020012379,0.006304443,0.03943324
ISIC_0000089,0.359375,0.27001953,0.65234375,0.77197266,0.33575216,0.25814387,0.6854186,0.7639657,0.8074266314506531,0.0047259927,0.00994128,0.056697696,0.003868699
ISIC_0000091,0.2998047,0.30566406,0.6328125,0.7167969,0.26043594,0.28052947,0.7127859,0.69223106,0.6621094942092896,0.020302325,0.02485019,0.11934215,0.0005687773
ISIC_0000092,0.34814453,0.35205078,0.70751953,0.61083984,0.31426784,0.32391274,0.72254515,0.64141464,0.7173956036567688,0.009425521,0.0012183785,0.048902303,0.05871284
ISIC_0000093,0.3544922,0.36621094,0.68652344,0.6875,0.32756492,0.33483058,0.71211386,0.6902259,0.7805123925209045,0.0006684065,0.014327228,0.052517682,0.034106255
ISIC_0000094,0.39794922,0.4013672,0.7211914,0.6040039,0.3964212,0.37801823,0.7060925,0.6349988,0.7554969191551208,0.008313477,0.0038229823,0.013570905,0.05434385
ISIC_0000095,0.38916016,0.35107422,0.63916016,0.6748047,0.33584818,0.345271,0.65436184,0.6753936,0.769624650478363,0.019055128,0.0026071668,0.06851366,0.0063921213
ISIC_0000096,0.23632812,0.22802734,0.83251953,0.70214844,0.3953463,0.32188088,0.83355343,0.71920747,0.5721747875213623,0.08002603,0.05545628,0.15798429,0.076794505
ISIC_0000097,0.21435547,0.21923828,0.82470703,0.6958008,0.17543119,0.21466121,0.832555,0.7267184,0.8644130825996399,0.015538156,0.013170302,0.04677224,0.035494685
ISIC_0000098,0.38378906,0.42285156,0.57910156,0.5522461,0.407861,0.37722036,0.59735084,0.5647544,0.5731314420700073,0.021160603,0.016561449,0.0058226585,0.058139533
ISIC_0000099,0.11035156,0.27392578,0.88916016,0.7993164,0.14074412,0.25665438,0.8417454,0.7165605,0.7365071773529053,0.008511126,0.05001366,0.07780731,0.065484524
ISIC_0000100,0.23635563,0.16901408,0.8257042,0.8446303,0.20452511,0.21211237,0.7824353,0.78422207,0.7502928972244263,0.037549734,0.008654952,0.01143837,0.103506505
ISIC_0000101,0.21390845,0.14128521,0.80457747,0.8191021,0.2001425,0.17034397,0.80348575,0.8288827,0.9212101101875305,0.007428825,0.01941967,0.012674212,0.019278169
ISIC_0000102,0.4091797,0.41748047,0.5800781,0.5932617,0.34719372,0.3459636,0.6568825,0.6274498,0.3445705771446228,0.007409215,0.01866439,0.13879037,0.10570496
ISIC_0000103,0.06591797,0.18164062,0.7524414,0.76708984,0.12653035,0.23436335,0.7854777,0.765533,0.792559802532196,0.046824336,0.02558291,0.027576089,0.054279566
ISIC_0000104,0.24560547,0.28173828,0.7885742,0.7011719,0.26480955,0.2699653,0.7804219,0.70298564,0.9212382435798645,0.005525887,0.0049796104,0.027356386,0.01358676
ISIC_0000105,0.33294752,0.30632716,0.6203704,0.58873457,0.3246665,0.32218412,0.63292664,0.60198796,0.8435662388801575,0.0021376312,0.014555156,0.020837277,0.0026035607
ISIC_0000107,0.24316406,0.19384766,0.6875,0.7573242,0.245647,0.23223674,0.7066259,0.7679744,0.874409019947052,0.010804415,0.024519622,0.016642928,0.027738929
ISIC_0000108,0.33007812,0.29541016,0.7993164,0.69970703,0.28082007,0.28833827,0.80682737,0.7030561,0.8696198463439941,0.020873547,0.0018613935,0.056769013,0.010420948
ISIC_0000109,0.10449219,0.18798828,0.8261719,0.87158203,0.08473715,0.19234398,0.831977,0.77775466,0.831146240234375,0.0069749355,0.04473585,0.02556014,0.098183036
ISIC_0000110,0.30126953,0.33447266,0.7006836,0.58984375,0.33038777,0.3069055,0.6836466,0.6280502,0.720291256904602,0.0060406327,0.005319655,0.046155214,0.06577361
ISIC_0000111,0.044433594,0.16357422,0.9716797,0.8535156,0.07201213,0.19441357,0.92645836,0.7963042,0.8038747310638428,0.008821398,0.013186038,0.07279986,0.08805072
ISIC_0000112,0.26904297,0.23876953,0.7758789,0.6640625,0.3007741,0.27995378,0.74453723,0.65984476,0.782049834728241,0.00019472837,0.018483251,0.0630728,0.04540199
ISIC_0000113,0.24041194,0.29154828,0.6864347,0.6761364,0.2862165,0.28642982,0.68715715,0.66642416,0.8629080653190613,0.023263514,0.0074153244,0.045082092,0.00459376
ISIC_0000115,0.3486328,0.25830078,0.70996094,0.8334961,0.3174388,0.27835798,0.73682845,0.74490416,0.7175514698028564,0.0021632314,0.034267366,0.05806151,0.108649135
ISIC_0000116,0.06347656,0.20947266,0.75097656,0.7817383,0.1899148,0.25196102,0.7974787,0.7911681,0.7013506293296814,0.08647019,0.025959074,0.07993615,0.033058524
ISIC_0000117,0.32177734,0.23779297,0.8413086,0.6669922,0.27732676,0.2737847,0.82576555,0.7077328,0.7540374994277954,0.029996812,0.03836617,0.028907537,0.004748881
ISIC_0000119,0.3203125,0.25634766,0.6958008,0.7504883,0.3112541,0.2684037,0.7150295,0.7304403,0.8734573721885681,0.0050851703,0.003995955,0.028287083,0.032104015
ISIC_0000120,0.16503906,0.1586914,0.7910156,0.84033203,0.114914626,0.13331455,0.7939619,0.83137006,0.8779241442680359,0.023589075,0.017169416,0.053070664,0.01641488
ISIC_0000121,0.18652344,0.26660156,0.7260742,0.7890625,0.16248083,0.21027109,0.75798637,0.7817787,0.8073878884315491,0.003934771,0.031807125,0.055954754,0.049046636
ISIC_0000122,0.1850586,0.24560547,0.89404297,0.7548828,0.14873147,0.22735178,0.9375566,0.7572445,0.8637974262237549,0.003593266,0.007945985,0.07984078,0.020615399
ISIC_0000123,0.25634766,0.27294922,0.8051758,0.6347656,0.26878825,0.23707484,0.80303013,0.6961784,0.7714623212814331,0.005147457,0.012769192,0.01458621,0.09728712
ISIC_0000124,0.25683594,0.20507812,0.72998047,0.77978516,0.27868217,0.2286481,0.7345533,0.760208,0.8743691444396973,0.013209522,0.001996398,0.017273426,0.043147087
ISIC_0000125,0.46728516,0.4375,0.59765625,0.5527344,0.44826093,0.39238212,0.61696255,0.57549405,0.4861685633659363,0.00014102459,0.01117909,0.038330525,0.06787756
ISIC_0000126,0.20605467,0.25585938,0.75097656,0.7441406,0.2327345,0.2682338,0.7666705,0.7313498,0.8780073523521423,0.021186888,0.00020819902,0.010985851,0.02516523
ISIC_0000127,0.1069336,0.12841797,0.8354492,0.7988281,0.15079546,0.19410543,0.7093223,0.6920045,0.5693730711936951,0.04113254,0.020568073,0.16998881,0.1725111
ISIC_0000128,0.30029297,0.30810547,0.72216797,0.68603516,0.28107786,0.32132977,0.7170632,0.7005549,0.8796843886375427,0.012159944,0.013872027,0.014110327,0.0012954473
ISIC_0000129,0.4013672,0.34960938,0.6904297,0.7114258,0.3786668,0.3448987,0.69732654,0.70610464,0.8834074139595032,0.007901788,0.0050159097,0.029597253,0.0006104708
ISIC_0000131,0.22802734,0.17236328,0.73828125,0.66845703,0.22414659,0.22076604,0.71724975,0.7604805,0.7294405102729797,0.012456119,0.07021314,0.01715076,0.043620706
ISIC_0000132,0.39990234,0.29638672,0.59716797,0.51660156,0.3525296,0.26527077,0.63689864,0.52593833,0.5859628915786743,0.0038210452,0.01088959,0.08710343,0.04045272
ISIC_0000133,0.39208984,0.29541016,0.75634766,0.67578125,0.2630098,0.24859954,0.7698951,0.69484556,0.6125099658966064,0.05776632,0.01387316,0.14262748,0.065874934
ISIC_0000134,0.42041016,0.31591797,0.64208984,0.7089844,0.36670095,0.32363492,0.671002,0.6993192,0.7046748995780945,0.012398541,0.0009741187,0.082621336,0.017382145
ISIC_0000135,0.33670774,0.35783452,0.6747359,0.69762325,0.31692457,0.32438585,0.6876459,0.6919695,0.8173183798789978,0.0034365654,0.019551218,0.032693177,0.027794927
ISIC_0000136,0.06494141,0.15332031,0.87890625,0.8178711,0.080029935,0.18235576,0.9283154,0.8022244,0.8664006590843201,0.032248855,0.0066943765,0.034320593,0.044682145
ISIC_0000137,0.22851562,0.28173828,0.8774414,0.68603516,0.20308658,0.22640042,0.8657937,0.70654577,0.7978869676589966,0.018538356,0.017413616,0.013781309,0.07584846
ISIC_0000138,0.33496094,0.31835938,0.7602539,0.7314453,0.3128745,0.34035528,0.7557239,0.7364596,0.8820981383323669,0.013308227,0.013505101,0.017556429,0.016981602
ISIC_0000139,0.25319603,0.23899148,0.7645597,0.7524858,0.2749189,0.21881211,0.72440183,0.7465127,0.839725911617279,0.009217501,0.013076246,0.061880708,0.01420629
ISIC_0000140,0.26491478,0.19708808,0.8590199,0.800071,0.21790764,0.16359547,0.7885753,0.77528226,0.7484533190727234,0.058725834,0.029140681,0.0234375,0.008703887
ISIC_0000141,0.265625,0.34179688,0.81347656,0.69140625,0.24161628,0.32146758,0.76541126,0.69091886,0.828620970249176,0.036037028,0.010408342,0.024056554,0.01984191
ISIC_0000142,0.22998047,0.23583984,0.8334961,0.80371094,0.24053463,0.21100718,0.8144649,0.7737795,0.8648626804351807,0.0042384863,0.027382046,0.029585361,0.00509876
ISIC_0000143,0.1878858,0.3287037,0.80941355,0.7689043,0.19632828,0.2933938,0.75597507,0.74735814,0.7986510396003723,0.022498012,0.028428078,0.061880946,0.013763726
ISIC_0000145,0.24511719,0.17822266,0.74609375,0.7680664,0.25800896,0.18950695,0.7444395,0.8086823,0.8926750421524048,0.005618751,0.025950104,0.014546037,0.029331625
ISIC_0000146,0.18896484,0.1899414,0.80566406,0.77197266,0.19009653,0.17661479,0.79107594,0.7813815,0.9387486577033997,0.006728232,0.0019589067,0.015719771,0.022735476
ISIC_0000147,0.17919922,0.14990234,0.86865234,0.83984375,0.14832535,0.16978812,0.8782264,0.85781825,0.8954432606697083,0.0106499195,0.018930137,0.04044795,0.0019112825
ISIC_0000148,0.35191762,0.25248578,0.7109375,0.7151989,0.32548475,0.24356626,0.7507093,0.72591,0.8099051117897034,0.0066694617,0.000895828,0.06620467,0.01963064
ISIC_0000149,0.20166016,0.1303711,0.9428711,0.80078125,0.14497828,0.13560995,0.95522976,0.85567236,0.839454174041748,0.022161603,0.030065,0.06904054,0.04965222
ISIC_0000150,0.13916016,0.23876953,0.8178711,0.7705078,0.24948844,0.2560507,0.8154321,0.75549376,0.7831849455833435,0.053944647,0.0011335611,0.11276734,0.032295227
ISIC_0000151,0.28173828,0.33154297,0.69921875,0.6098633,0.3184698,0.31581822,0.6871973,0.64017916,0.7705703973770142,0.01235503,0.007295549,0.048752934,0.046040624
ISIC_0000152,0.3159722,0.18557099,0.77160496,0.70871913,0.2816701,0.222844,0.7339692,0.6962522,0.777194082736969,0.0359689,0.012403071,0.0033336282,0.049739957
ISIC_0000153,0.20100309,0.22260803,0.7835648,0.7642747,0.13049477,0.2209417,0.778936,0.76522875,0.8806926012039185,0.03756854,0.00035616755,0.065879524,0.002620399
ISIC_0000154,0.3671875,0.30517578,0.74072266,0.6411133,0.3392937,0.27412397,0.72617483,0.6766284,0.7508305907249451,0.021220803,0.0022316575,0.013345987,0.066566944
ISIC_0000155,0.16699219,0.14404297,0.8857422,0.859375,0.13798088,0.12460834,0.88975185,0.82763416,0.8911612033843994,0.012500823,0.025587738,0.033020973,0.012306213
ISIC_0000156,0.19824219,0.17822266,0.7529297,0.8339844,0.21780464,0.19058311,0.79559135,0.7945531,0.8297394514083862,0.031112075,0.01353541,0.023099184,0.051791728
ISIC_0000157,0.23883697,0.25057444,0.78504676,0.80128115,0.2108253,0.26467183,0.8413913,0.8130475,0.8291471600532532,0.014166474,0.012931883,0.08435619,0.0023310184
ISIC_0000159,0.29119173,0.19751382,0.86632127,0.8677486,0.2520312,0.2256889,0.9037378,0.8355187,0.8115379214286804,0.00087201595,0.0020273924,0.07657707,0.060405016
ISIC_0000160,0.0,0.17945603,0.99722993,0.87166524,0.056396574,0.1814645,0.96951985,0.86379343,0.9025769233703613,0.014343262,0.0029316545,0.084106684,0.009880304
ISIC_0000161,0.14968815,0.18981245,0.9074844,0.8402726,0.1572349,0.22490269,0.8490168,0.7673747,0.7613152861595154,0.025460422,0.018903852,0.06601441,0.10798812
ISIC_0000162,0.16493776,0.18865967,0.8381743,0.75352174,0.12841243,0.21961856,0.82056797,0.74272907,0.858700156211853,0.027065843,0.010083109,0.01891905,0.041751564
ISIC_0000163,0.18445596,0.27379864,0.82797927,0.73448336,0.20912424,0.2810418,0.7695637,0.69965196,0.7913265228271484,0.016873658,0.013794094,0.08308387,0.04207456
ISIC_0000164,0.24400418,0.26580867,0.8852972,0.8257862,0.15232682,0.27936807,0.8129348,0.73941696,0.6522268056869507,0.082019836,0.036404908,0.019315004,0.09992865
ISIC_0000165,0.4505723,0.25762892,0.84183145,0.57533526,0.4220748,0.2933293,0.778339,0.6227144,0.6193878650665283,0.045994937,0.04153976,0.0349949,0.011678755
ISIC_0000166,0.12465374,0.12776753,0.8531856,0.82103324,0.07187107,0.13007104,0.89813983,0.7882696,0.8421376347541809,0.003914237,0.015230089,0.097736955,0.03506714
ISIC_0000167,0.24041452,0.18199745,0.719171,0.69483364,0.26232025,0.22045347,0.777063,0.7107289,0.7707592844963074,0.039898902,0.027175665,0.035986245,0.022560805
ISIC_0000169,0.17451523,0.2094096,0.82548475,0.7670664,0.16379982,0.22213244,0.8065075,0.75996363,0.9216749668121338,0.014846325,0.0028100312,0.0082618,0.019825637
